mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_12819,CC12CCCCC1O2,3.35355,1.93067,1.50805,1.7216,74.09,-0.2539,0.0857,0.3396,925.9891,0.1786,-349.019716,-349.012162,-349.011218,-349.051059,29.967
gdb_48132,O=CC(=O)C1OCC=C1,3.21147,1.26434,1.03088,1.8339,67.98,-0.2349,-0.0994,0.1355,1133.9681,0.110698,-457.771012,-457.762726,-457.761782,-457.805064,28.898
gdb_67834,OC12C=CCC11CC2C1,2.60987,1.99923,1.60584,1.7062,80.41,-0.2348,0.006,0.2408,918.9364,0.161171,-385.823902,-385.817011,-385.816067,-385.854469,29.844
gdb_21135,CN=C1NN=CN=C1,5.25295,1.65631,1.26931,1.8376,69.78,-0.2235,-0.0712,0.1524,910.0644,0.109182,-374.897497,-374.890574,-374.889629,-374.928683,25.27
gdb_15748,C1CN1C(=O)NC=N,5.52992,1.17184,1.00797,2.3065,67.49,-0.254,-0.0083,0.2457,1127.0371,0.119771,-395.993204,-395.985344,-395.9844,-396.026183,27.579
gdb_30315,CC1COC2=C1OC=N2,3.06948,1.64665,1.12815,3.0012,70.37,-0.206,-0.0019,0.2041,1043.2661,0.126368,-437.89957,-437.892255,-437.891311,-437.931821,27.385
gdb_14456,CC12OC3C1COC23,3.49432,2.33494,1.97775,1.4223,63.54,-0.2326,0.0778,0.3104,746.1008,0.130805,-383.678074,-383.671675,-383.670731,-383.708299,25.457
gdb_1293,CC(O)CCCO,6.89189,1.00495,0.92217,1.7364,64.63,-0.2581,0.0724,0.3304,1259.7952,0.169494,-348.052763,-348.043488,-348.042544,-348.086794,32.445
gdb_84548,OC1C=CC2C1CC2=O,3.75754,1.25374,1.06988,1.6583,74.05,-0.2365,-0.0277,0.2087,1109.7927,0.136296,-421.84133,-421.833666,-421.832722,-421.873725,29.754
gdb_132544,Cc1cnc(c(n1)O)F,3.16535,1.4047,0.97882,2.9459,68.73,-0.2417,-0.0461,0.1956,1117.6217,0.100926,-478.037897,-478.030304,-478.02936,-478.070212,28.255
gdb_62424,OC1(C#N)C2CN2C1=N,2.55553,1.5371,1.37715,4.2946,67.94,-0.2705,-0.0378,0.2327,976.3744,0.100212,-432.816728,-432.80876,-432.807816,-432.849218,29.489
gdb_1057,c1c([nH]cn1)CO,7.49983,1.92913,1.56793,4.8687,55.77,-0.215,0.0302,0.2452,740.2332,0.103681,-340.660061,-340.653531,-340.652587,-340.691257,22.932
gdb_111620,OCC1C2CC3CC3N12,2.61783,1.58078,1.30603,2.144,77.16,-0.2286,0.0684,0.2971,1050.9204,0.173153,-403.089119,-403.081323,-403.080379,-403.121213,31.394
gdb_38612,C1C2CC3C4OCC12C34,2.64806,2.19817,1.62665,1.4454,77.49,-0.2288,0.0902,0.319,889.7344,0.162954,-385.85399,-385.847619,-385.846674,-385.884303,27.445
gdb_61621,CC1NC1CC(N)C#N,3.55517,0.81249,0.75788,5.6435,80.34,-0.2441,0.0332,0.2772,1550.6503,0.171456,-399.31131,-399.301468,-399.300523,-399.346659,35.82
gdb_99042,CC(CC(=O)CO)C#N,4.12145,0.72736,0.67338,1.9485,73.34,-0.2832,-0.0453,0.2379,1640.7082,0.144873,-439.11984,-439.109684,-439.10874,-439.156135,35.263
gdb_113517,COC1CC11COC1=O,2.84511,1.15018,1.07116,3.6528,69.98,-0.2583,0.0071,0.2655,1196.7488,0.13483,-458.955804,-458.947196,-458.946252,-458.989557,30.887
gdb_16673,OC1CC2OC2C1O,3.02615,2.32083,1.82017,2.8431,58.87,-0.2521,0.0749,0.3271,772.196,0.132147,-420.865746,-420.859157,-420.858212,-420.896136,26.584
gdb_110618,COC1C2C3CC3(O)C12,3.00165,1.40575,1.23904,2.3853,75.3,-0.2322,0.087,0.3192,1090.0436,0.158869,-422.962726,-422.954452,-422.953507,-422.99554,32.135
gdb_97408,CN=COC1CC1C=O,2.6324,0.90831,0.72177,3.1126,78.74,-0.2502,-0.0277,0.2225,1572.4855,0.144546,-439.06918,-439.059525,-439.05858,-439.105142,33.555
gdb_21025,Cn1cnn(c1=O)C,3.72369,2.08339,1.35894,2.4152,63.82,-0.2152,0.0143,0.2295,879.7867,0.120015,-396.026159,-396.018278,-396.017334,-396.058669,27.193
gdb_116899,COCC#CC(C)OC,4.52807,0.51807,0.48411,0.9655,87.49,-0.2485,0.0335,0.282,2340.5739,0.178236,-424.168149,-424.156581,-424.155637,-424.207177,38.699
gdb_80535,CC1C2OC(C)C1C2=O,2.47642,1.59668,1.27564,2.8084,75.64,-0.2262,-0.0167,0.2095,1068.2989,0.158973,-423.016362,-423.008063,-423.007119,-423.048836,32.152
gdb_109872,CN1C2CC2(O)C1CO,2.36995,1.43124,1.05655,1.0492,75.31,-0.1995,0.0665,0.266,1187.1203,0.169082,-440.21796,-440.208513,-440.207569,-440.251712,35.777
gdb_22670,COC1CC(C=C1)=NO,5.60118,0.82603,0.74408,1.7304,81.76,-0.2253,-0.0324,0.1929,1502.2424,0.14671,-439.046281,-439.03729,-439.036345,-439.080606,32.821
gdb_14398,CC12CC3CC1CC23,3.2066,2.48862,1.99648,0.1538,77.98,-0.2598,0.0962,0.356,795.4911,0.179913,-311.846319,-311.839871,-311.838927,-311.876272,27.542
gdb_56063,C(C#N)N=COC(=O)N,3.96489,0.7967,0.6661,4.8907,66.8,-0.283,-0.0125,0.2704,1560.2587,0.099202,-470.055548,-470.045888,-470.044944,-470.092186,31.8
gdb_120493,COCC1CC(O)C1C,2.56673,0.97955,0.90611,0.6629,82.76,-0.2447,0.072,0.3166,1463.1329,0.204108,-425.402231,-425.391811,-425.390867,-425.437772,38.088
gdb_129868,NC1=CC2=C(ON=N2)O1,3.41414,1.28598,0.93495,5.1586,73.86,-0.1921,-0.0688,0.1234,1127.5351,0.077424,-468.82305,-468.815355,-468.814411,-468.855321,28.226
gdb_94971,OC1COC2C1OC2=O,3.60976,1.38984,1.19136,3.8567,60.15,-0.2615,-0.0097,0.2518,1006.8707,0.113195,-494.914594,-494.907202,-494.906258,-494.946704,27.586
gdb_86809,CC1CC(C1)OC(N)=O,4.53026,0.82164,0.76034,2.3081,76.15,-0.2641,0.0581,0.3222,1544.9332,0.170464,-440.328074,-440.318501,-440.317557,-440.363448,35.15
gdb_95610,CN1CCOC(=O)C1=N,2.37657,1.79029,1.05985,5.062,71.46,-0.2342,-0.0437,0.1905,1098.422,0.137613,-455.18431,-455.175968,-455.175023,-455.217637,30.315
gdb_104833,COC1(CO)CNC1=N,2.04244,1.53165,1.38672,3.6176,73.62,-0.2318,0.0219,0.2538,1082.0604,0.158589,-456.316216,-456.306722,-456.305778,-456.350364,34.8
gdb_44752,O=C1CC2CC(C2)C=C1,2.88643,1.57292,1.22075,3.6094,81.7,-0.2376,-0.053,0.1846,1054.3791,0.16203,-385.909658,-385.902334,-385.901389,-385.941686,29.424
gdb_12668,CC1CCC(=O)N1C,2.77755,2.0982,1.38128,3.7304,72.17,-0.2328,0.0385,0.2713,950.4896,0.166488,-365.122252,-365.113926,-365.112981,-365.154927,30.607
gdb_38707,C1C2CC3CC12OC=N3,2.67694,2.22131,1.66729,1.7294,74.19,-0.237,0.0164,0.2534,863.5513,0.151421,-401.92961,-401.923371,-401.922427,-401.959709,27.005
gdb_102576,CCC(OC)C1OC1C,2.12075,1.13998,0.87479,1.9682,82.59,-0.2514,0.0774,0.3287,1461.4201,0.202568,-425.403703,-425.392733,-425.391789,-425.440268,38.995
gdb_65713,CC1(CC2CC12)NC=O,3.45218,1.17238,1.11348,3.6527,79.28,-0.2453,0.0298,0.2752,1179.5928,0.170709,-403.146766,-403.137962,-403.137018,-403.180041,33.82
gdb_83680,OC1C2CNC2C1C#N,2.82446,1.49113,1.30232,5.3367,72.13,-0.2498,0.025,0.2748,1016.6912,0.137837,-417.973732,-417.966026,-417.965082,-418.006086,29.716
gdb_50516,C1CN(C=C1C=O)C=O,4.2182,0.93739,0.7743,3.1188,82.36,-0.2343,-0.0638,0.1705,1381.3078,0.124721,-437.940303,-437.931906,-437.930962,-437.974699,29.215
gdb_42666,O=C1C2C3COC1CN23,2.62134,1.96284,1.73376,2.6344,67.75,-0.2326,-0.0304,0.2022,855.8158,0.127182,-437.878223,-437.871776,-437.870832,-437.90899,25.822
gdb_42413,C1CC(C1)NC(=N)C#N,4.42518,0.79385,0.74094,3.2721,81.67,-0.2457,-0.0404,0.2053,1540.653,0.148526,-398.134076,-398.125019,-398.124075,-398.169434,32.61
gdb_47933,C1CNCC(=O)COC1,2.08901,1.67654,1.14247,3.9663,75.36,-0.2174,-0.0229,0.1944,1130.6733,0.17261,-440.280149,-440.271648,-440.270704,-440.3136,32.369
gdb_35451,C#CC1NC2CC12C#N,2.4436,1.43622,1.09571,3.3172,77.27,-0.2446,0.0044,0.249,1107.026,0.112414,-379.596819,-379.588825,-379.587881,-379.629504,30.23
gdb_15497,N=C1C=CCN1C=O,3.80812,1.99136,1.31834,6.0463,67.61,-0.2429,-0.0432,0.1997,867.803,0.10855,-378.758684,-378.751808,-378.750864,-378.790024,25.095
gdb_77281,CC1C(CC=O)N1C=O,2.39075,1.14051,0.91414,4.7172,74.59,-0.2535,-0.0382,0.2154,1310.6648,0.144595,-439.08674,-439.076977,-439.076033,-439.122687,33.498
gdb_59257,CC(O)C1C2CCC12C,2.39133,1.23908,1.07555,1.5281,85.97,-0.2373,0.0766,0.3139,1294.2437,0.204491,-388.267314,-388.257359,-388.256415,-388.302198,37.791
gdb_22849,C1CC(=NO)CCOC1,3.06276,1.16111,0.91701,0.8884,78.79,-0.2405,0.0128,0.2533,1286.1898,0.172152,-440.250141,-440.241505,-440.240561,-440.283499,33.141
gdb_92866,CN1CC=CC(=O)C1=N,2.37593,1.82231,1.04699,5.1239,79.05,-0.2238,-0.0722,0.1515,1105.3091,0.137285,-418.043088,-418.034732,-418.033788,-418.076495,30.441
gdb_113243,CCC1CC1(O)CC#C,4.76037,0.77835,0.75105,0.918,85.57,-0.2483,0.0434,0.2917,1599.7219,0.179273,-387.047885,-387.037504,-387.03656,-387.083402,38.578
gdb_56793,CC(C#N)C1=NCCO1,2.9961,1.21189,0.95538,3.9944,73.59,-0.2612,0.0013,0.2625,1239.8949,0.136651,-418.042322,-418.033503,-418.032559,-418.077016,30.799
gdb_14312,OC1C2CC(O)CC12,2.84915,2.19404,1.8646,3.0075,66.41,-0.2196,0.0575,0.2771,813.3636,0.155913,-384.933661,-384.926648,-384.925704,-384.964498,28.381
gdb_52917,CC#CC1(COC1)C=O,2.59836,1.02954,0.8392,3.6799,78.88,-0.25,-0.035,0.215,1412.8089,0.132936,-421.783926,-421.774088,-421.773143,-421.822114,32.913
gdb_15134,C1CC1N=COC=O,7.92975,0.8763,0.83351,3.9376,66.49,-0.2568,-0.0296,0.2272,1327.6367,0.117263,-399.79907,-399.790987,-399.790043,-399.832661,27.831
gdb_14735,CCN=COCCO,3.8965,0.97234,0.88677,1.6472,72.31,-0.2449,0.028,0.2729,1377.2647,0.163776,-402.187147,-402.177619,-402.176675,-402.222505,33.244
gdb_55348,NC(=O)N1CCC1C=O,2.90357,1.19959,0.92453,4.7533,70.1,-0.2366,-0.0256,0.211,1239.7773,0.134883,-455.174575,-455.165167,-455.164223,-455.209778,32.628
gdb_16747,O=CC1OC2CC2O1,5.71078,1.45923,1.34583,3.5387,57.68,-0.2546,-0.0415,0.2131,896.2433,0.105921,-419.648292,-419.641384,-419.640439,-419.680252,24.952
gdb_10842,C1CC(=O)CCC1O,4.12485,1.45777,1.17061,3.0273,67.72,-0.2378,-0.0147,0.223,1015.5699,0.15472,-384.978506,-384.970801,-384.969857,-385.010494,29.449
gdb_81675,OC1C2CC1NC(=O)N2,3.87491,1.29439,1.20112,3.6738,67.64,-0.2333,0.045,0.2783,1043.3463,0.13847,-455.16591,-455.158359,-455.157415,-455.197485,30.277
gdb_79779,OC1C2C3CN4C1C2C34,2.9667,1.99721,1.79721,1.599,73.53,-0.2033,0.0624,0.2657,845.8613,0.150481,-401.849096,-401.842796,-401.841852,-401.879336,26.974
gdb_33222,c1cc([nH]c1)OCCO,5.30589,0.79618,0.72574,1.3045,75.33,-0.1864,0.0562,0.2427,1541.1649,0.148317,-439.103235,-439.094388,-439.093444,-439.137842,32.488
gdb_23816,FC1=CON=CC1=N,3.37026,2.28692,1.36243,1.1002,58.62,-0.2455,-0.0661,0.1793,791.0759,0.072267,-438.642949,-438.636876,-438.635931,-438.673333,22.634
gdb_13266,CN=COC1COC1,8.76821,0.82459,0.79401,2.7444,69.93,-0.2538,0.0202,0.274,1435.4256,0.140623,-400.962947,-400.954383,-400.953438,-400.997817,29.065
gdb_124070,c1c(onn1)C2COC2,5.08517,1.01807,0.96783,3.4771,67.84,-0.2643,-0.0466,0.2177,1190.5656,0.11328,-453.895393,-453.888011,-453.887067,-453.928522,26.3
gdb_55646,CC(O)(CC(N)=O)C#C,2.29241,1.24015,1.10313,4.7566,73.84,-0.2558,0.0142,0.27,1211.1405,0.144461,-439.091538,-439.081425,-439.080481,-439.126509,37.573
gdb_132588,Cc1c(cc(cn1)F)F,3.11547,1.3092,0.9271,0.8042,68.02,-0.2495,-0.0334,0.2161,1142.7439,0.099768,-485.998463,-485.990902,-485.989958,-486.030893,28.032
gdb_10997,CC12NC1C(=O)C=C2,4.31254,1.79824,1.50941,4.1231,67.13,-0.2325,-0.0567,0.1758,849.2376,0.119445,-362.663577,-362.656717,-362.655772,-362.694343,26.45
gdb_37139,C1CC23OC2(C1)C1NC31,3.24108,1.67825,1.63382,1.4373,73.76,-0.239,0.0794,0.3185,914.9868,0.150189,-401.876988,-401.870349,-401.869405,-401.907643,27.788
gdb_47315,C1COC(=O)CNC1=O,3.2882,1.2762,0.98293,1.4462,65.88,-0.2536,-0.0043,0.2493,1142.4658,0.125721,-475.081647,-475.073582,-475.072638,-475.115125,29.388
gdb_42038,C1CC2CCCCCC12,2.63409,1.38753,1.01153,0.1495,91.8,-0.2753,0.0798,0.355,1281.985,0.232866,-352.370243,-352.361826,-352.360882,-352.403296,34.2
gdb_14890,C1CNC(=NC1)C#N,4.86387,1.51252,1.20377,5.5538,68.82,-0.2407,-0.0321,0.2085,961.8254,0.121286,-358.870311,-358.862836,-358.861892,-358.902633,26.727
gdb_107776,COC12CC3C1N3C2=O,2.77499,1.75212,1.32829,3.7458,67.83,-0.233,-0.0021,0.2309,971.2185,0.123476,-437.825638,-437.81788,-437.816936,-437.858147,28.956
gdb_53916,CC(=O)C(C)(C#C)C#N,1.71042,1.5572,1.33679,2.5857,75.54,-0.2672,-0.046,0.2212,1106.9208,0.119654,-400.74351,-400.733327,-400.732382,-400.778902,35.749
gdb_7357,COCC(=O)C(C)O,3.40616,1.26618,1.02628,3.7066,65.51,-0.2617,-0.029,0.2327,1176.4243,0.150397,-422.080484,-422.070859,-422.069915,-422.115399,33.307
gdb_90009,CC1CC2(CNC2=O)O1,2.98597,1.37434,1.11281,3.5017,72.93,-0.2321,0.0183,0.2504,1131.0912,0.147348,-439.093027,-439.084475,-439.08353,-439.126674,31.645
gdb_13992,OCCC12CCC1O2,5.5707,1.09431,1.02434,1.7075,67.94,-0.2472,0.077,0.3242,1170.1396,0.153015,-384.898349,-384.890197,-384.889253,-384.931416,29.966
gdb_58373,CC(O)C(CC#N)C#N,2.36031,1.12349,0.81003,7.2936,73.32,-0.301,0.0147,0.3157,1374.957,0.133862,-418.031545,-418.02147,-418.020526,-418.067206,34.984
gdb_124800,CC(O)C1=NNN=C1C,2.54326,1.36935,1.01439,1.5217,73.38,-0.2534,-0.0054,0.248,1201.1082,0.147868,-435.281076,-435.271759,-435.270815,-435.315835,33.331
gdb_14404,CC12OC3CC1OC23,3.43116,2.59537,2.07648,0.2653,63.09,-0.2417,0.0756,0.3173,718.7441,0.131392,-383.693694,-383.687604,-383.68666,-383.723514,24.925
gdb_85982,CN1CC(O)(C1)C1CN1,4.12045,0.95871,0.945,2.4834,79.98,-0.2262,0.0732,0.2994,1356.5019,0.182505,-420.347803,-420.338695,-420.337751,-420.38157,34.855
gdb_126256,CCc1c(c(n[nH]1)C)O,2.98911,1.19463,0.92202,0.9849,79.7,-0.2007,0.0309,0.2316,1315.382,0.15884,-419.239023,-419.229062,-419.228118,-419.274638,35.289
gdb_21874,c1c(=O)nc(on1)O,4.07962,2.05789,1.36789,3.9905,51.6,-0.2688,-0.0814,0.1873,785.6154,0.060624,-450.597637,-450.591532,-450.590588,-450.628242,22.099
gdb_71867,CC12OC3CC(=O)C1C23,3.06053,1.60404,1.30723,3.4999,72.41,-0.2341,-0.0111,0.2229,998.5635,0.135966,-421.822595,-421.815297,-421.814353,-421.854149,29.034
gdb_23114,ON=C1CCNC1C=O,2.02146,1.50882,0.93356,3.6661,72.58,-0.2319,-0.0258,0.2061,1223.2537,0.135458,-455.10577,-455.096936,-455.095992,-455.140448,31.767
gdb_66791,CC12C3C4C5C(C1N34)N25,3.01268,2.28947,1.85755,0.2275,72.21,-0.2097,0.0525,0.2623,808.4976,0.13826,-380.787885,-380.78181,-380.780866,-380.817878,25.981
gdb_27740,Cc1[nH]c(c(n1)N)C=O,2.37897,1.44236,0.90363,2.4435,79.59,-0.205,-0.0347,0.1704,1236.8057,0.125104,-434.139995,-434.131164,-434.13022,-434.174544,31.759
gdb_70858,CC12CC3(C)C=CC1N23,2.75164,1.78022,1.35098,1.5849,83.18,-0.2079,0.0073,0.2151,1029.9613,0.171171,-365.989066,-365.981095,-365.980151,-366.020795,32.445
gdb_121176,CCCC1CCC1C#C,2.24771,1.01738,0.76725,0.7162,92.12,-0.2526,0.0495,0.3021,1581.1619,0.204496,-351.12085,-351.110689,-351.109744,-351.156349,37.895
gdb_34385,N#CC12CCC1OC=N2,2.6996,1.67765,1.34377,4.4677,68.95,-0.2746,-0.0123,0.2623,961.402,0.11446,-416.821494,-416.814362,-416.813418,-416.853396,26.928
gdb_77340,OC1C(CNC1=O)C#C,3.10184,1.26609,0.94269,3.5085,71.37,-0.2567,0.0152,0.272,1184.5222,0.124224,-437.891955,-437.883449,-437.882504,-437.92517,31.875
gdb_7170,COCC(C)CC#N,6.30293,0.83489,0.77725,4.668,73.17,-0.2675,0.0342,0.3017,1455.1385,0.163533,-365.074333,-365.064627,-365.063683,-365.109364,33.35
gdb_104124,CCC1(C)COC(=O)O1,2.58024,1.30713,1.13473,5.2392,71.14,-0.2869,0.0446,0.3315,1176.3137,0.158539,-460.231085,-460.222076,-460.221132,-460.265069,33.138
gdb_70736,CC12CC1CCOCC2,2.41903,1.51652,1.15,1.1848,85.32,-0.2344,0.0859,0.3203,1177.1487,0.207611,-388.288964,-388.280431,-388.279486,-388.321449,34.559
gdb_88459,CC1CC1C1(C)CCO1,2.56045,1.29764,1.2089,1.5709,85.34,-0.2445,0.0783,0.3228,1211.7802,0.205003,-388.269644,-388.26008,-388.259135,-388.303857,36.564
gdb_129709,c1c(=O)c(c(on1)N)O,2.39558,1.92878,1.06922,3.4728,67.65,-0.2162,-0.0594,0.1569,1012.8045,0.089323,-489.88237,-489.874748,-489.873803,-489.914264,28.924
gdb_15516,C1CN(C(=O)N1)C=O,3.73513,1.93194,1.30475,6.71,60.06,-0.2502,-0.0112,0.239,877.4547,0.109155,-415.924733,-415.917589,-415.916645,-415.956506,25.26
gdb_46049,O=C1CC(CO1)C1CN1,3.76121,1.02952,0.91945,4.4584,71.55,-0.2556,0.0103,0.266,1279.4991,0.149344,-439.100699,-439.092702,-439.091758,-439.134129,29.705
gdb_91469,CC1CN2CC1(C2)C#N,2.5221,1.64588,1.21272,3.0669,79.25,-0.2478,0.0184,0.2662,1065.6916,0.161794,-382.056153,-382.048346,-382.047402,-382.088237,30.78
gdb_100877,CCC(C)C(CO)C#C,2.32578,1.00117,0.74149,1.5952,88.24,-0.2577,0.0453,0.3031,1591.2156,0.202823,-388.260505,-388.249267,-388.248322,-388.297002,41.122
gdb_124736,CC([NH3+])C1=NOC([O-])=C1,3.77937,1.04668,0.85762,6.8499,72.6,-0.229,-0.0232,0.2058,1316.0884,0.136496,-455.144633,-455.136099,-455.135155,-455.178003,32.1
gdb_20218,C1CN2C3C4C(C23)N14,3.41503,3.15234,2.1834,0.1759,66.05,-0.2135,0.0586,0.2721,674.0839,0.133404,-342.686617,-342.680864,-342.67992,-342.717025,23.214
gdb_57621,CC(O)(CC#C)CC#N,4.34284,0.86291,0.85009,4.7651,78.08,-0.2773,0.014,0.2913,1384.6873,0.144007,-401.935954,-401.925812,-401.924868,-401.970885,37.146
gdb_105916,OCC12C(O)C3C1OC23,2.45698,1.74368,1.23886,3.9183,67.61,-0.2342,0.0541,0.2883,1012.6221,0.134907,-458.852531,-458.844572,-458.843627,-458.884965,30.644
gdb_38391,C1OC2C1C21CC2NC12,4.38945,1.2409,1.20132,3.1955,76.02,-0.2192,0.0725,0.2917,1075.5377,0.148673,-401.84109,-401.833986,-401.833042,-401.872609,28.529
gdb_112253,CCC1C(CO)NC1=O,2.5019,1.11825,0.83834,4.0166,76.32,-0.2426,0.0372,0.2798,1400.4013,0.169945,-440.306924,-440.29693,-440.295986,-440.342454,35.7
gdb_35838,N#CC1OCC=C1C#N,2.12703,1.66528,1.03047,5.4037,70.8,-0.2914,-0.0749,0.2164,1091.9109,0.089748,-415.626162,-415.618383,-415.617439,-415.659244,27.304
gdb_130215,NC1=NNN=C1C1CO1,3.24332,1.42996,1.05895,1.8175,67.79,-0.209,0.0003,0.2092,1076.3539,0.114867,-450.102714,-450.09498,-450.094036,-450.135388,28.843
gdb_33743,N#CC12CC(O1)C1NC21,3.37464,1.58049,1.33192,5.6032,69.3,-0.2526,-0.0061,0.2465,944.9475,0.114311,-416.741563,-416.735018,-416.734074,-416.772421,26.471
gdb_92472,CC1CC2CCC1CO2,2.42657,1.56467,1.54528,1.472,83.29,-0.2323,0.0707,0.303,1060.4136,0.209739,-388.317567,-388.309594,-388.30865,-388.350024,32.412
gdb_123680,C1C2OC2C2=C1C=NO2,4.08321,1.5787,1.23556,3.5953,66.48,-0.2483,-0.023,0.2253,941.2398,0.103385,-436.651638,-436.645604,-436.64466,-436.682056,24.031
gdb_15315,N=COC1CC1C=O,3.12974,1.40641,1.05341,3.444,65.32,-0.2539,-0.0298,0.224,1083.521,0.117012,-399.783905,-399.775764,-399.77482,-399.817649,28.125
gdb_21379,c1[nH]c2ncnn2n1,5.67019,2.45435,1.71291,4.7734,56.14,-0.2537,-0.0105,0.2431,667.831,0.077156,-389.768221,-389.763148,-389.762204,-389.797278,19.432
gdb_41792,C1CC2CC1CN=CO2,2.28721,2.02121,1.50276,2.3804,78.24,-0.2352,0.0326,0.2679,969.6168,0.175049,-403.173885,-403.16654,-403.165596,-403.206032,29.207
gdb_26343,CN(C)c1coc(n1)O,4.03895,1.09251,0.87645,2.0589,72.18,-0.1855,0.0366,0.2221,1290.7446,0.135621,-455.166652,-455.157756,-455.156812,-455.200214,32.462
gdb_50701,O=CC1COCC2OC12,2.97488,1.40828,1.09343,3.1507,67.9,-0.2507,-0.0303,0.2203,1092.8781,0.135983,-458.948677,-458.94088,-458.939935,-458.981508,28.959
gdb_80994,CC1C2CC1(C)OC2=N,2.61976,1.56974,1.23259,3.4061,80.82,-0.2489,0.0363,0.2852,1098.29,0.171494,-403.155885,-403.14759,-403.146645,-403.188173,32.99
gdb_94570,CC1OCC1C1CCO1,3.02991,1.2068,1.06603,3.1205,78.18,-0.2378,0.0742,0.312,1228.972,0.182536,-424.18825,-424.179298,-424.178354,-424.22277,32.722
gdb_109867,CCC1C(O)C2CC12C,2.21796,1.40988,1.02673,1.3633,85.73,-0.2424,0.0606,0.303,1287.0676,0.204513,-388.270503,-388.260556,-388.259611,-388.304968,37.829
gdb_123392,C#CCOc1cc[nH]n1,7.45189,0.80063,0.7262,2.2762,74.34,-0.2224,0.025,0.2474,1469.2948,0.112693,-416.778817,-416.770564,-416.76962,-416.81244,30.021
gdb_93708,CC1CC(O)(CO1)C#C,3.3858,1.1308,1.08768,2.4559,77.69,-0.2437,0.0321,0.2758,1203.5192,0.157161,-422.996449,-422.987085,-422.986141,-423.030469,35.387
gdb_101654,CC(CO)CN(C)C=O,3.7707,0.71451,0.68128,4.5296,80.63,-0.2404,0.0319,0.2723,1709.1514,0.191991,-441.506752,-441.495613,-441.494669,-441.543937,38.825
gdb_35053,C#CC1C2CCCCN12,2.3717,1.48461,1.43073,1.1759,84.4,-0.218,0.0333,0.2513,1067.2459,0.172561,-365.963104,-365.954975,-365.954031,-365.995483,32.435
gdb_2230,CC12CC=CC1O2,4.99766,2.77646,2.17986,1.8302,60.89,-0.2424,0.0043,0.2467,643.5451,0.125301,-308.513124,-308.506978,-308.506034,-308.542643,23.988
gdb_5238,COCc1ccco1,6.72033,1.12741,1.03013,1.1076,68.94,-0.2221,0.0117,0.2338,1147.7399,0.130582,-383.753154,-383.745448,-383.744504,-383.786134,27.201
gdb_41122,C1CC23C=CC4C2N1C34,3.83142,1.94364,1.53336,1.4273,78.59,-0.2254,-0.0017,0.2237,876.0875,0.150908,-364.737576,-364.731646,-364.730701,-364.767369,26.216
gdb_70044,CC12CC1N=C(O2)C#C,4.06565,1.19958,1.03482,1.6561,79.22,-0.2409,-0.0321,0.2088,1159.7632,0.123115,-400.716494,-400.708499,-400.707555,-400.748777,30.816
gdb_5924,CC(C)(C#C)OC=O,3.44053,1.31674,1.20449,4.2807,68.14,-0.2722,0.0044,0.2766,1053.918,0.12615,-383.727088,-383.717959,-383.717015,-383.760489,32.763
gdb_4072,CC(=NO)CN1CC1,4.62979,1.09296,1.0119,0.791,72.34,-0.2375,0.0128,0.2503,1199.8632,0.151986,-381.049285,-381.040322,-381.039377,-381.083772,31.843
gdb_52013,C(CC(C#N)C#N)C=O,2.75499,0.80817,0.65071,1.7059,71.35,-0.2752,-0.0503,0.225,1598.0576,0.110578,-416.833032,-416.823538,-416.822594,-416.869049,31.644
gdb_22075,CC1CC(C)(O)C1=NO,2.08289,1.43613,1.07203,0.8643,79.01,-0.2478,-0.0006,0.2472,1224.1538,0.167806,-440.238754,-440.228603,-440.227659,-440.273774,37.697
gdb_123413,C1CC1Cc2n[nH]nn2,4.88401,0.91481,0.87267,1.9977,73.23,-0.2817,-0.0238,0.2579,1345.598,0.138216,-414.164255,-414.156424,-414.155479,-414.198339,28.421
gdb_50208,O=CC1CC2C3CC1N23,3.45781,1.49791,1.2634,2.172,73.76,-0.2368,-0.0273,0.2095,1008.0241,0.149461,-401.924235,-401.917032,-401.916087,-401.956173,28.037
gdb_54534,NC(=O)C12COCC1N2,3.3637,1.33917,1.11174,2.767,68.25,-0.2423,0.0184,0.2607,1089.8495,0.138134,-455.160379,-455.152494,-455.151549,-455.192914,30.173
gdb_78083,CC1C2C(CC12C)C#C,2.65568,1.21549,0.99233,0.9601,89.81,-0.2424,0.0535,0.2959,1295.3247,0.180797,-349.901076,-349.891643,-349.890699,-349.934779,36.429
gdb_91071,CC1OC2C3NC3C2O1,3.1267,1.55441,1.54519,2.4959,70.85,-0.2329,0.0734,0.3063,960.3864,0.148571,-439.034966,-439.027583,-439.026639,-439.067179,28.959
gdb_119146,CCCC1(CO1)C(C)O,2.92204,0.94603,0.81307,1.7919,81.56,-0.259,0.0849,0.3439,1540.8921,0.203507,-425.413425,-425.40284,-425.401896,-425.449378,39.165
gdb_11120,OCC1CC(N1)C#N,6.67614,1.03637,0.96171,5.8908,65.87,-0.2479,0.0165,0.2645,1167.7934,0.131156,-379.900713,-379.892679,-379.891734,-379.933511,28.806
gdb_86819,CN1CC(C1)NC(=O)N,5.1312,0.7198,0.7014,4.0384,78.56,-0.2173,0.0561,0.2734,1665.1985,0.17118,-436.479312,-436.469669,-436.468725,-436.514665,35.333
